External Quantum Efficiency	v1.4.7137.26188
Date Time:	Wednesday, 22 June 2022 00:15:39
Dimensions:	4
TotalSteps:	3390
SourceFile 	D:\users\nanoscalesolar\Documents\Eitan\Cal.eqe
Sample:    	?
Operator:  	Nanoscalesolar
Comments:  	

Loops:
>	Repeat 10 times
>	Wavelength from 500 to 780 [nm] in 113 steps
>	Focus Correction [no-loop]
>	Repeat 3 times

Operations:
>	Delay [100 ms]
>	LockIn Sensitivity Tracker
>	LockIn Amplifier : M
>	LockIn Amplifier : IS
>	LockIn Amplifier : R

Parameters:
>	Repeat	x	0	10	R	{From=0,To=9}
>	Wavelength	nm	1	113	R	{From=500,To=780}
>	Focus CorrectionY	µm	3	1	V	0
>	Repeat	x	0	3	R	{From=0,To=2}

Results:
>	M	V	-1
>	Phase	'	2
>	IS	A	-1
>	Phase	'	2
>	R	V	-1
>	Phase	'	2

-= Wavelength - AOTF VIS =-
Channels:     	8
Range:        	370 - 800 nm
AutoOptPower: 	ON
Modulation:   	ON
Ch:0	Wavelength: 500.0 nm	Frequency: 126.775 MHz	Power: 5000

-= Focus Correction =-
Piezo X:     	OFF
Piezo Y:     	ON 'NewNKT_Focus_corrloopback'
Piezo Z:     	OFF

-= LockIn Sensitivity Tracker =-
Active: 	LIA I, LIA II, LIA III

-= LockIn Amplifier - LIA I =-
OutputParameter:      	M
Sensitivity:          	200 mV
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	71.5
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	Channel A
InputShieldGrounding: 	Floating

-= LockIn Amplifier - LIA III =-
OutputParameter:      	IS
Sensitivity:          	5 nA
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	71.497
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	I (1MΩ)
InputShieldGrounding: 	Floating

-= LockIn Amplifier - LIA II =-
OutputParameter:      	R
Sensitivity:          	5 mV
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	71.497
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	Channel A
InputShieldGrounding: 	Floating


Index	Repeat [x]	Wavelength [nm]	Focus CorrectionY [µm]	Repeat [x]	M [V]	Phase [']	IS [A]	Phase [']	R [V]	Phase [']
2003	5	755.0	-0.294	2	3.944382E-001	1.81	9.765021E-009	0.26	4.754090E-002	0.25
2004	5	757.5	-0.086	0	3.651275E-001	1.81	9.020158E-009	0.26	4.359210E-002	0.25
2005	5	757.5	-0.086	1	3.649498E-001	1.81	9.020629E-009	0.26	4.359221E-002	0.25
2006	5	757.5	-0.086	2	3.652460E-001	1.81	9.026364E-009	0.26	4.361431E-002	0.25
2007	5	760.0	0.151	0	3.302658E-001	1.81	8.148276E-009	0.26	3.904202E-002	0.25
2008	5	760.0	0.151	1	3.303396E-001	1.81	8.148747E-009	0.26	3.905489E-002	0.25
2009	5	760.0	0.151	2	3.302803E-001	1.81	8.148276E-009	0.26	3.903456E-002	0.25
2010	5	762.5	0.412	0	2.867283E-001	1.81	7.062428E-009	0.26	3.353334E-002	0.25
2011	5	762.5	0.412	1	2.868468E-001	1.81	7.063714E-009	0.26	3.354620E-002	0.25
2012	5	762.5	0.412	2	2.868468E-001	1.81	7.064186E-009	0.26	3.355554E-002	0.25
2013	5	765.0	0.690	0	2.493194E-001	1.81	6.131850E-009	0.26	2.882576E-002	0.25
2014	5	765.0	0.690	1	2.493339E-001	1.81	6.133139E-009	0.26	2.882389E-002	0.25
2015	5	765.0	0.690	2	2.492009E-001	1.81	6.129153E-009	0.26	2.881652E-002	0.25
2016	5	767.5	0.980	0	2.179216E-001	1.81	5.351723E-009	0.26	2.489730E-002	0.25
2017	5	767.5	0.980	1	2.177886E-001	1.81	5.347736E-009	0.26	2.488807E-002	0.25
2018	5	767.5	0.980	2	2.178479E-001	1.81	5.349494E-009	0.26	2.488993E-002	0.25
2019	5	770.0	1.276	0	1.861093E-001	1.81	4.560105E-009	0.26	2.101512E-002	0.25
2020	5	770.0	1.276	1	1.861830E-001	1.81	4.562333E-009	0.26	2.102445E-002	0.25
2021	5	770.0	1.276	2	1.861093E-001	1.81	4.561863E-009	0.26	2.102445E-002	0.25
2022	5	772.5	1.571	0	1.676350E-001	1.81	4.096811E-009	0.26	1.869759E-002	0.25
2023	5	772.5	1.571	1	1.676495E-001	1.81	4.096811E-009	0.26	1.870034E-002	0.25
2024	5	772.5	1.571	2	1.676495E-001	1.81	4.096811E-009	0.26	1.869759E-002	0.25
2025	5	775.0	1.861	0	1.567693E-001	1.81	3.817115E-009	0.26	1.726714E-002	0.25
2026	5	775.0	1.861	1	1.567101E-001	1.81	3.817994E-009	0.26	1.726071E-002	0.25
2027	5	775.0	1.861	2	1.567693E-001	1.81	3.818628E-009	0.26	1.727083E-002	0.25
2028	5	777.5	2.139	0	1.440683E-001	1.81	3.497644E-009	0.26	1.565444E-002	0.25
2029	5	777.5	2.139	1	1.441275E-001	1.81	3.498523E-009	0.26	1.565729E-002	0.25
2030	5	777.5	2.139	2	1.441420E-001	1.81	3.498523E-009	0.26	1.566009E-002	0.25
2031	5	780.0	2.400	0	1.468952E-001	1.81	3.553007E-009	0.26	1.574056E-002	0.25
2032	5	780.0	2.400	1	1.468952E-001	1.81	3.553242E-009	0.26	1.574149E-002	0.25
2033	5	780.0	2.400	2	1.468952E-001	1.81	3.554121E-009	0.26	1.574331E-002	0.25
2034	6	500.0	2.400	0	2.778071E-002	1.81	4.238550E-010	0.26	2.450640E-003	0.25
2035	6	500.0	2.400	1	2.773801E-002	1.81	4.227566E-010	0.26	2.445085E-003	0.25
2036	6	500.0	2.400	2	2.774369E-002	1.81	4.229758E-010	0.26	2.448100E-003	0.25
2037	6	502.5	2.447	0	3.315971E-002	1.81	5.287698E-010	0.26	3.097821E-003	0.25
2038	6	502.5	2.447	1	3.315244E-002	1.81	5.288880E-010	0.26	3.095736E-003	0.25
2039	6	502.5	2.447	2	3.317288E-002	1.81	5.292092E-010	0.26	3.098068E-003	0.25
2040	6	505.0	2.472	0	4.132389E-002	1.81	6.911989E-010	0.26	4.090358E-003	0.25
2041	6	505.0	2.472	1	4.141809E-002	1.81	6.915362E-010	0.26	4.094750E-003	0.25
2042	6	505.0	2.472	2	4.143501E-002	1.81	6.917989E-010	0.26	4.092198E-003	0.25
2043	6	507.5	2.479	0	5.454362E-002	1.81	9.568117E-010	0.26	5.709219E-003	0.25
2044	6	507.5	2.479	1	5.458771E-002	1.81	9.573848E-010	0.26	5.703225E-003	0.25
2045	6	507.5	2.479	2	5.451724E-002	1.81	9.563878E-010	0.26	5.699984E-003	0.25
2046	6	510.0	2.472	0	7.279432E-002	1.81	1.337333E-009	0.26	8.048601E-003	0.25
2047	6	510.0	2.472	1	7.280735E-002	1.81	1.336902E-009	0.26	8.038665E-003	0.25
2048	6	510.0	2.472	2	7.275563E-002	1.81	1.336607E-009	0.26	8.042606E-003	0.25
2049	6	512.5	2.456	0	9.525485E-002	1.81	1.826388E-009	0.26	1.106382E-002	0.25
2050	6	512.5	2.456	1	9.546922E-002	1.81	1.828278E-009	0.26	1.107356E-002	0.25
2051	6	512.5	2.456	2	9.546197E-002	1.81	1.829202E-009	0.26	1.108406E-002	0.25
2052	6	515.0	2.436	0	1.263016E-001	1.81	2.516538E-009	0.26	1.532123E-002	0.25
2053	6	515.0	2.436	1	1.262400E-001	1.81	2.515822E-009	0.26	1.533229E-002	0.25
2054	6	515.0	2.436	2	1.261820E-001	1.81	2.513738E-009	0.26	1.531263E-002	0.25
2055	6	517.5	2.416	0	1.681379E-001	1.81	3.469147E-009	0.26	2.126639E-002	0.25
2056	6	517.5	2.416	1	1.680643E-001	1.81	3.468734E-009	0.26	2.125801E-002	0.25
2057	6	517.5	2.416	2	1.681078E-001	1.81	3.470652E-009	0.26	2.127203E-002	0.25
2058	6	520.0	2.400	0	2.301354E-001	1.81	4.915466E-009	0.26	3.020146E-002	0.25
2059	6	520.0	2.400	1	2.300617E-001	1.81	4.916370E-009	0.26	3.021544E-002	0.25
2060	6	520.0	2.400	2	2.301342E-001	1.81	4.918681E-009	0.26	3.023904E-002	0.25
2061	6	522.5	2.393	0	3.278091E-001	1.81	7.241267E-009	0.26	4.461365E-002	0.25
2062	6	522.5	2.393	1	3.277342E-001	1.81	7.243377E-009	0.26	4.467745E-002	0.25
2063	6	522.5	2.393	2	3.278527E-001	1.81	7.243759E-009	0.26	4.467291E-002	0.25
2064	6	525.0	2.400	0	4.383157E-001	1.81	9.946166E-009	0.26	6.161703E-002	0.25
2065	6	525.0	2.400	1	4.384790E-001	1.81	9.938428E-009	0.26	6.160394E-002	0.25
2066	6	525.0	2.400	2	4.383013E-001	1.81	9.938428E-009	0.26	6.166600E-002	0.25
2067	6	527.5	2.419	0	4.864418E-001	1.81	1.126867E-008	0.26	7.020604E-002	0.25
2068	6	527.5	2.419	1	4.864274E-001	1.81	1.126122E-008	0.26	7.015239E-002	0.25
2069	6	527.5	2.419	2	4.865736E-001	1.81	1.126407E-008	0.26	7.022804E-002	0.25
2070	6	530.0	2.446	0	4.405660E-001	1.81	1.034573E-008	0.26	6.486369E-002	0.25
2071	6	530.0	2.446	1	4.405371E-001	1.81	1.034573E-008	0.26	6.485835E-002	0.25
2072	6	530.0	2.446	2	4.404027E-001	1.81	1.034468E-008	0.26	6.487288E-002	0.25
2073	6	532.5	2.477	0	3.547201E-001	1.81	8.422890E-009	0.26	5.315330E-002	0.25
2074	6	532.5	2.477	1	3.547807E-001	1.81	8.426030E-009	0.26	5.320756E-002	0.25
2075	6	532.5	2.477	2	3.549594E-001	1.81	8.430317E-009	0.26	5.320766E-002	0.25
2076	6	535.0	2.513	0	2.769881E-001	1.81	6.647700E-009	0.26	4.223945E-002	0.25
2077	6	535.0	2.513	1	2.767668E-001	1.81	6.648343E-009	0.26	4.227383E-002	0.25
2078	6	535.0	2.513	2	2.768998E-001	1.81	6.647228E-009	0.26	4.225419E-002	0.25
2079	6	537.5	2.550	0	2.336730E-001	1.81	5.681794E-009	0.26	3.630792E-002	0.25
2080	6	537.5	2.550	1	2.336730E-001	1.81	5.683145E-009	0.26	3.631651E-002	0.25
2081	6	537.5	2.550	2	2.334808E-001	1.81	5.678514E-009	0.26	3.628292E-002	0.25
2082	6	540.0	2.587	0	2.216673E-001	1.81	5.471290E-009	0.26	3.508945E-002	0.25
2083	6	540.0	2.587	1	2.216528E-001	1.81	5.474227E-009	0.26	3.508875E-002	0.25
2084	6	540.0	2.587	2	2.215935E-001	1.81	5.472169E-009	0.26	3.509966E-002	0.25
2085	6	542.5	2.623	0	2.311559E-001	1.81	5.802315E-009	0.26	3.722217E-002	0.25
2086	6	542.5	2.623	1	2.311414E-001	1.81	5.803292E-009	0.26	3.725534E-002	0.25
2087	6	542.5	2.623	2	2.313482E-001	1.81	5.808050E-009	0.26	3.726279E-002	0.25
2088	6	545.0	2.654	0	2.583798E-001	1.81	6.628310E-009	0.26	4.244395E-002	0.25
2089	6	545.0	2.654	1	2.584703E-001	1.81	6.634633E-009	0.26	4.252178E-002	0.25
2090	6	545.0	2.654	2	2.584400E-001	1.81	6.632468E-009	0.26	4.252620E-002	0.25
2091	6	547.5	2.681	0	2.567815E-001	1.81	6.660639E-009	0.26	4.276853E-002	0.25
2092	6	547.5	2.681	1	2.566775E-001	1.81	6.662460E-009	0.26	4.278816E-002	0.25
2093	6	547.5	2.681	2	2.567367E-001	1.81	6.661411E-009	0.26	4.276951E-002	0.25
2094	6	550.0	2.700	0	2.200532E-001	1.81	5.655372E-009	0.26	3.671044E-002	0.25
2095	6	550.0	2.700	1	2.198755E-001	1.81	5.655372E-009	0.26	3.674390E-002	0.25
2096	6	550.0	2.700	2	2.200677E-001	1.81	5.658009E-009	0.26	3.676501E-002	0.25
2097	6	552.5	2.714	0	2.029560E-001	1.81	5.189613E-009	0.26	3.405228E-002	0.25
2098	6	552.5	2.714	1	2.028813E-001	1.81	5.190491E-009	0.26	3.404762E-002	0.25
2099	6	552.5	2.714	2	2.029415E-001	1.81	5.192657E-009	0.26	3.410229E-002	0.25
2100	6	555.0	2.724	0	1.979965E-001	1.81	5.068695E-009	0.26	3.345645E-002	0.25
2101	6	555.0	2.724	1	1.977450E-001	1.81	5.064300E-009	0.26	3.342331E-002	0.25
2102	6	555.0	2.724	2	1.978780E-001	1.81	5.069338E-009	0.26	3.347497E-002	0.25
2103	6	557.5	2.732	0	1.948724E-001	1.81	5.005187E-009	0.26	3.313818E-002	0.25
2104	6	557.5	2.732	1	1.948724E-001	1.81	5.004372E-009	0.26	3.309849E-002	0.25
2105	6	557.5	2.732	2	1.948434E-001	1.81	5.007117E-009	0.26	3.314373E-002	0.25
2106	6	560.0	2.736	0	1.904015E-001	1.81	4.915374E-009	0.26	3.258682E-002	0.25
2107	6	560.0	2.736	1	1.904015E-001	1.81	4.916318E-009	0.26	3.256741E-002	0.25
2108	6	560.0	2.736	2	1.903725E-001	1.81	4.914024E-009	0.26	3.258033E-002	0.25
2109	6	562.5	2.738	0	1.880776E-001	1.81	4.877646E-009	0.26	3.236296E-002	0.25
2110	6	562.5	2.738	1	1.880631E-001	1.81	4.872136E-009	0.26	3.231663E-002	0.25
2111	6	562.5	2.738	2	1.880039E-001	1.81	4.872842E-009	0.26	3.230932E-002	0.25
2112	6	565.0	2.736	0	1.969750E-001	1.81	5.119898E-009	0.26	3.398865E-002	0.25
2113	6	565.0	2.736	1	1.970487E-001	1.81	5.122942E-009	0.26	3.402639E-002	0.25
2114	6	565.0	2.736	2	1.970487E-001	1.81	5.121485E-009	0.26	3.398396E-002	0.25
2115	6	567.5	2.732	0	2.152570E-001	1.81	5.613430E-009	0.26	3.729891E-002	0.25
2116	6	567.5	2.732	1	2.153900E-001	1.81	5.614545E-009	0.26	3.731088E-002	0.25
2117	6	567.5	2.732	2	2.155385E-001	1.81	5.619401E-009	0.26	3.734619E-002	0.25
2118	6	570.0	2.724	0	2.330360E-001	1.81	6.094422E-009	0.26	4.046963E-002	0.25
2119	6	570.0	2.724	1	2.329623E-001	1.81	6.094765E-009	0.26	4.050007E-002	0.25
2120	6	570.0	2.724	2	2.329768E-001	1.81	6.092665E-009	0.26	4.047244E-002	0.25
2121	6	572.5	2.714	0	2.451748E-001	1.81	6.423957E-009	0.26	4.265759E-002	0.25
2122	6	572.5	2.714	1	2.451155E-001	1.81	6.425072E-009	0.26	4.268551E-002	0.25
2123	6	572.5	2.714	2	2.451300E-001	1.81	6.425780E-009	0.26	4.267245E-002	0.25
2124	6	575.0	2.700	0	2.550792E-001	1.81	6.690702E-009	0.26	4.444700E-002	0.25
2125	6	575.0	2.700	1	2.550344E-001	1.81	6.692164E-009	0.26	4.449603E-002	0.25
2126	6	575.0	2.700	2	2.550489E-001	1.81	6.691581E-009	0.26	4.447289E-002	0.25
2127	6	577.5	2.684	0	2.640948E-001	1.81	6.935530E-009	0.26	4.609747E-002	0.25
2128	6	577.5	2.684	1	2.640355E-001	1.81	6.935187E-009	0.26	4.608004E-002	0.25
2129	6	577.5	2.684	2	2.640211E-001	1.81	6.938157E-009	0.26	4.612243E-002	0.25
2130	6	580.0	2.664	0	2.703118E-001	1.81	7.118025E-009	0.26	4.722157E-002	0.25
2131	6	580.0	2.664	1	2.703566E-001	1.81	7.120662E-009	0.26	4.723939E-002	0.25
2132	6	580.0	2.664	2	2.702381E-001	1.81	7.115796E-009	0.26	4.722064E-002	0.25
2133	6	582.5	2.642	0	2.731397E-001	1.81	7.212062E-009	0.26	4.771759E-002	0.25
2134	6	582.5	2.642	1	2.731107E-001	1.81	7.214462E-009	0.26	4.771763E-002	0.25
2135	6	582.5	2.642	2	2.731397E-001	1.81	7.214229E-009	0.26	4.774259E-002	0.25
2136	6	585.0	2.616	0	2.831761E-001	1.81	7.513194E-009	0.26	4.950327E-002	0.25
2137	6	585.0	2.616	1	2.832354E-001	1.81	7.513773E-009	0.26	4.953652E-002	0.25
2138	6	585.0	2.616	2	2.831906E-001	1.81	7.514073E-009	0.26	4.952723E-002	0.25
2139	6	587.5	2.588	0	3.362168E-001	1.81	9.084490E-009	0.26	5.921885E-002	0.25
2140	6	587.5	2.588	1	3.362761E-001	1.81	9.084363E-009	0.26	5.922890E-002	0.25
2141	6	587.5	2.588	2	3.362761E-001	1.81	9.088005E-009	0.26	5.922728E-002	0.25
2142	6	590.0	2.556	0	3.511824E-001	1.81	9.526412E-009	0.26	6.189636E-002	0.25
2143	6	590.0	2.556	1	3.511824E-001	1.81	9.523881E-009	0.26	6.191939E-002	0.25
2144	6	590.0	2.556	2	3.512272E-001	1.81	9.521309E-009	0.26	6.186387E-002	0.25
2145	6	592.5	2.522	0	3.081344E-001	1.81	8.178640E-009	0.26	5.373335E-002	0.25
2146	6	592.5	2.522	1	3.082529E-001	1.81	8.180743E-009	0.26	5.377120E-002	0.25
2147	6	592.5	2.522	2	3.082674E-001	1.81	8.179992E-009	0.26	5.375462E-002	0.25
2148	6	595.0	2.484	0	2.963074E-001	1.81	7.824078E-009	0.26	5.149531E-002	0.25
2149	6	595.0	2.484	1	2.962034E-001	1.81	7.823842E-009	0.26	5.152474E-002	0.25
2150	6	595.0	2.484	2	2.962482E-001	1.81	7.819447E-009	0.26	5.148509E-002	0.25
2151	6	597.5	2.444	0	3.053075E-001	1.81	8.052449E-009	0.26	5.298023E-002	0.25
2152	6	597.5	2.444	1	3.052930E-001	1.81	8.053735E-009	0.26	5.299600E-002	0.25
2153	6	597.5	2.444	2	3.053075E-001	1.81	8.050455E-009	0.26	5.296356E-002	0.25
2154	6	600.0	2.400	0	3.334627E-001	1.81	8.775159E-009	0.26	5.770231E-002	0.25
2155	6	600.0	2.400	1	3.333152E-001	1.81	8.774215E-009	0.26	5.768484E-002	0.25
2156	6	600.0	2.400	2	3.334035E-001	1.81	8.775867E-009	0.26	5.768753E-002	0.25
2157	6	602.5	2.352	0	3.652316E-001	1.81	9.601496E-009	0.26	6.301684E-002	0.25
2158	6	602.5	2.352	1	3.651723E-001	1.81	9.599748E-009	0.26	6.302228E-002	0.25
2159	6	602.5	2.352	2	3.651723E-001	1.81	9.598121E-009	0.26	6.297522E-002	0.25
2160	6	605.0	2.299	0	3.923807E-001	1.81	1.030695E-008	0.26	6.744595E-002	0.25
2161	6	605.0	2.299	1	3.923069E-001	1.81	1.030841E-008	0.26	6.747746E-002	0.25
2162	6	605.0	2.299	2	3.924399E-001	1.81	1.030783E-008	0.26	6.746816E-002	0.25
2163	6	607.5	2.242	0	4.113590E-001	1.81	1.080701E-008	0.26	7.053792E-002	0.25
2164	6	607.5	2.242	1	4.112997E-001	1.81	1.080448E-008	0.26	7.049176E-002	0.25
2165	6	607.5	2.242	2	4.113590E-001	1.81	1.081169E-008	0.26	7.056579E-002	0.25
2166	6	610.0	2.182	0	4.273764E-001	1.81	1.121938E-008	0.26	7.307871E-002	0.25
2167	6	610.0	2.182	1	4.272579E-001	1.81	1.121827E-008	0.26	7.306468E-002	0.25
2168	6	610.0	2.182	2	4.272579E-001	1.81	1.121787E-008	0.26	7.304539E-002	0.25
2169	6	612.5	2.119	0	4.419286E-001	1.81	1.156875E-008	0.26	7.534065E-002	0.25
2170	6	612.5	2.119	1	4.418983E-001	1.81	1.157063E-008	0.26	7.532422E-002	0.25
2171	6	612.5	2.119	2	4.418983E-001	1.81	1.156447E-008	0.26	7.530750E-002	0.25
2172	6	615.0	2.054	0	4.555774E-001	1.81	1.188425E-008	0.26	7.736418E-002	0.25
2173	6	615.0	2.054	1	4.555326E-001	1.81	1.188322E-008	0.26	7.735857E-002	0.25
2174	6	615.0	2.054	2	4.555326E-001	1.81	1.188148E-008	0.26	7.733549E-002	0.25
2175	6	617.5	1.989	0	4.658214E-001	1.81	1.212188E-008	0.26	7.873984E-002	0.25
2176	6	617.5	1.989	1	4.658214E-001	1.81	1.212299E-008	0.26	7.875107E-002	0.25
2177	6	617.5	1.989	2	4.658807E-001	1.81	1.211951E-008	0.26	7.873148E-002	0.25
2178	6	620.0	1.925	0	4.743768E-001	1.81	1.233768E-008	0.26	7.983625E-002	0.25
2179	6	620.0	1.925	1	4.743030E-001	1.81	1.233742E-008	0.26	7.983251E-002	0.25
2180	6	620.0	1.925	2	4.744216E-001	1.81	1.233918E-008	0.26	7.985943E-002	0.25
2181	6	622.5	1.861	0	4.804618E-001	1.81	1.250915E-008	0.26	8.053588E-002	0.25
2182	6	622.5	1.861	1	4.804618E-001	1.81	1.250694E-008	0.26	8.052462E-002	0.25
2183	6	622.5	1.861	2	4.804026E-001	1.81	1.251112E-008	0.26	8.053025E-002	0.25
2184	6	625.0	1.800	0	4.932669E-001	1.81	1.283605E-008	0.26	8.236010E-002	0.25
2185	6	625.0	1.800	1	4.932814E-001	1.81	1.283866E-008	0.26	8.240637E-002	0.25
2186	6	625.0	1.800	2	4.933999E-001	1.81	1.284204E-008	0.26	8.239187E-002	0.25
2187	6	627.5	1.740	0	5.156508E-001	1.81	1.338845E-008	0.26	8.581864E-002	0.25
2188	6	627.5	1.740	1	5.153993E-001	1.81	1.338159E-008	0.26	8.579634E-002	0.25
2189	6	627.5	1.740	2	5.155033E-001	1.81	1.338451E-008	0.26	8.578919E-002	0.25
2190	6	630.0	1.680	0	5.388332E-001	1.81	1.394166E-008	0.26	8.932349E-002	0.25
2191	6	630.0	1.680	1	5.387595E-001	1.81	1.394001E-008	0.26	8.931763E-002	0.25
2192	6	630.0	1.680	2	5.385672E-001	1.81	1.394041E-008	0.26	8.930304E-002	0.25
2193	6	632.5	1.620	0	5.589961E-001	1.81	1.441955E-008	0.26	9.230244E-002	0.25
2194	6	632.5	1.620	1	5.590409E-001	1.81	1.441805E-008	0.26	9.231531E-002	0.25
2195	6	632.5	1.620	2	5.590554E-001	1.81	1.442818E-008	0.26	9.235617E-002	0.25
2196	6	635.0	1.560	0	5.698764E-001	1.81	1.467823E-008	0.26	9.372736E-002	0.25
2197	6	635.0	1.560	1	5.698027E-001	1.81	1.466876E-008	0.26	9.365689E-002	0.25
2198	6	635.0	1.560	2	5.697434E-001	1.81	1.467357E-008	0.26	9.369416E-002	0.25
2199	6	637.5	1.500	0	5.706902E-001	1.81	1.468346E-008	0.26	9.347747E-002	0.25
2200	6	637.5	1.500	1	5.705717E-001	1.81	1.467752E-008	0.26	9.341999E-002	0.25
2201	6	637.5	1.500	2	5.707494E-001	1.81	1.468189E-008	0.26	9.345342E-002	0.25
2202	6	640.0	1.440	0	5.690920E-001	1.81	1.461754E-008	0.26	9.275598E-002	0.25
2203	6	640.0	1.440	1	5.690617E-001	1.81	1.461169E-008	0.26	9.273365E-002	0.25
2204	6	640.0	1.440	2	5.690617E-001	1.81	1.461636E-008	0.26	9.275771E-002	0.25
2205	6	642.5	1.380	0	5.710009E-001	1.81	1.462735E-008	0.26	9.267092E-002	0.25
2206	6	642.5	1.380	1	5.710602E-001	1.81	1.462151E-008	0.26	9.263353E-002	0.25
2207	6	642.5	1.380	2	5.708232E-001	1.81	1.461825E-008	0.26	9.259483E-002	0.25
2208	6	645.0	1.320	0	5.847828E-001	1.81	1.491864E-008	0.26	9.440097E-002	0.25
2209	6	645.0	1.320	1	5.847393E-001	1.81	1.491652E-008	0.26	9.440259E-002	0.25
2210	6	645.0	1.320	2	5.848579E-001	1.81	1.492173E-008	0.26	9.444347E-002	0.25
2211	6	647.5	1.260	0	6.068553E-001	1.81	1.543705E-008	0.26	9.750590E-002	0.25
2212	6	647.5	1.260	1	6.069738E-001	1.81	1.543451E-008	0.26	9.751126E-002	0.25
2213	6	647.5	1.260	2	6.068842E-001	1.81	1.543046E-008	0.26	9.743739E-002	0.25
2214	6	650.0	1.200	0	6.310444E-001	1.81	1.599138E-008	0.26	1.007772E-001	0.25
2215	6	650.0	1.200	1	6.311182E-001	1.81	1.599754E-008	0.26	1.008200E-001	0.25
2216	6	650.0	1.200	2	6.310300E-001	1.81	1.599124E-008	0.26	1.007920E-001	0.25
2217	6	652.5	1.140	0	6.488973E-001	1.81	1.643703E-008	0.26	1.030773E-001	0.25
2218	6	652.5	1.140	1	6.489407E-001	1.81	1.644314E-008	0.26	1.031496E-001	0.25
2219	6	652.5	1.140	2	6.489566E-001	1.81	1.644423E-008	0.26	1.031071E-001	0.25
2220	6	655.0	1.080	0	6.586374E-001	1.81	1.669027E-008	0.26	1.041748E-001	0.25
2221	6	655.0	1.080	1	6.584596E-001	1.81	1.669074E-008	0.26	1.041747E-001	0.25
2222	6	655.0	1.080	2	6.586374E-001	1.81	1.669121E-008	0.26	1.042009E-001	0.25
2223	6	657.5	1.020	0	6.669566E-001	1.81	1.690003E-008	0.26	1.050928E-001	0.25
2224	6	657.5	1.020	1	6.669725E-001	1.81	1.689547E-008	0.26	1.050966E-001	0.25
2225	6	657.5	1.020	2	6.671647E-001	1.81	1.689547E-008	0.26	1.050790E-001	0.25
2226	6	660.0	0.960	0	6.735302E-001	1.81	1.702348E-008	0.26	1.057148E-001	0.25
2227	6	660.0	0.960	1	6.735895E-001	1.81	1.701985E-008	0.26	1.057397E-001	0.25
2228	6	660.0	0.960	2	6.736632E-001	1.81	1.702484E-008	0.26	1.057163E-001	0.25
2229	6	662.5	0.900	0	6.788453E-001	1.81	1.708877E-008	0.26	1.061008E-001	0.25
2230	6	662.5	0.900	1	6.788598E-001	1.81	1.708641E-008	0.26	1.061252E-001	0.25
2231	6	662.5	0.900	2	6.788743E-001	1.81	1.708440E-008	0.26	1.060691E-001	0.25
2232	6	665.0	0.840	0	6.860838E-001	1.81	1.718880E-008	0.26	1.067268E-001	0.25
2233	6	665.0	0.840	1	6.860246E-001	1.81	1.718232E-008	0.26	1.066743E-001	0.25
2234	6	665.0	0.840	2	6.861576E-001	1.81	1.718721E-008	0.26	1.066763E-001	0.25
2235	6	667.5	0.780	0	6.886895E-001	1.81	1.718184E-008	0.26	1.064788E-001	0.25
2236	6	667.5	0.780	1	6.887921E-001	1.81	1.718001E-008	0.26	1.064950E-001	0.25
2237	6	667.5	0.780	2	6.887776E-001	1.81	1.717969E-008	0.26	1.064049E-001	0.25
2238	6	670.0	0.720	0	6.995250E-001	1.81	1.740998E-008	0.26	1.074574E-001	0.25
2239	6	670.0	0.720	1	6.995842E-001	1.81	1.740735E-008	0.26	1.073812E-001	0.25
2240	6	670.0	0.720	2	6.995103E-001	1.81	1.740561E-008	0.26	1.073553E-001	0.25
2241	6	672.5	0.660	0	7.130405E-001	1.81	1.773425E-008	0.26	1.086901E-001	0.25
2242	6	672.5	0.660	1	7.133368E-001	1.81	1.774210E-008	0.26	1.088268E-001	0.25
2243	6	672.5	0.660	2	7.131446E-001	1.81	1.773782E-008	0.26	1.087249E-001	0.25
2244	6	675.0	0.600	0	7.307604E-001	1.81	1.816871E-008	0.26	1.106912E-001	0.25
2245	6	675.0	0.600	1	7.305537E-001	1.81	1.816758E-008	0.26	1.106568E-001	0.25
2246	6	675.0	0.600	2	7.306867E-001	1.81	1.816758E-008	0.26	1.106421E-001	0.25
2247	6	677.5	0.539	0	7.511596E-001	1.81	1.865276E-008	0.26	1.129475E-001	0.25
2248	6	677.5	0.539	1	7.510556E-001	1.81	1.864854E-008	0.26	1.128531E-001	0.25
2249	6	677.5	0.539	2	7.510712E-001	1.81	1.865450E-008	0.26	1.129680E-001	0.25
2250	6	680.0	0.475	0	7.659330E-001	1.81	1.897008E-008	0.26	1.143420E-001	0.25
2251	6	680.0	0.475	1	7.661262E-001	1.81	1.898028E-008	0.26	1.144016E-001	0.25
2252	6	680.0	0.475	2	7.660515E-001	1.81	1.897181E-008	0.26	1.144001E-001	0.25
2253	6	682.5	0.411	0	7.715437E-001	1.81	1.905046E-008	0.26	1.144253E-001	0.25
