External Quantum Efficiency	v1.4.7137.26188
Date Time:	Sunday, 05 June 2022 17:51:47
Dimensions:	4
TotalSteps:	3390
SourceFile 	D:\users\nanoscalesolar\Documents\Eitan\Cal.eqe
Sample:    	?
Operator:  	Nanoscalesolar
Comments:  	

Loops:
>	Repeat 10 times
>	Wavelength from 500.0 to 780.0 [nm] in 113 steps
>	Focus Correction [no-loop]
>	Repeat 3 times

Operations:
>	Delay [100 ms]
>	LockIn Sensitivity Tracker
>	LockIn Amplifier : M
>	LockIn Amplifier : IS
>	LockIn Amplifier : R

Parameters:
>	Repeat	x	0	10	R	{From=0,To=9}
>	Wavelength	nm	1	113	R	{From=500,To=780}
>	Focus CorrectionY	µm	3	1	V	0
>	Repeat	x	0	3	R	{From=0,To=2}

Results:
>	M	V	-1
>	Phase	'	2
>	IS	A	-1
>	Phase	'	2
>	R	V	-1
>	Phase	'	2

-= Wavelength - AOTF VIS =-
Channels:     	8
Range:        	370 - 800 nm
AutoOptPower: 	ON
Modulation:   	ON
Ch:0	Wavelength: 500.0 nm	Frequency: 126.775 MHz	Power: 5000

-= Focus Correction =-
Piezo X:     	OFF
Piezo Y:     	ON 'NewNKT_Focus_corr'
Piezo Z:     	OFF

-= LockIn Sensitivity Tracker =-
Active: 	LIA I, LIA II, LIA III

-= LockIn Amplifier - LIA I =-
OutputParameter:      	M
Sensitivity:          	500 mV
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	70.98
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	Channel A
InputShieldGrounding: 	Floating

-= LockIn Amplifier - LIA III =-
OutputParameter:      	IS
Sensitivity:          	10 nA
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	70.982
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	I (1MΩ)
InputShieldGrounding: 	Floating

-= LockIn Amplifier - LIA II =-
OutputParameter:      	R
Sensitivity:          	50 mV
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	70.9782
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	Channel A
InputShieldGrounding: 	Floating


Index	Repeat [x]	Wavelength [nm]	Focus CorrectionY [µm]	Repeat [x]	M [V]	Phase [']	IS [A]	Phase [']	R [V]	Phase [']
208	0	672.5	0.660	1	3.954060E-001	1.82	1.008418E-008	0.27	5.021381E-002	0.25
209	0	672.5	0.660	2	3.955994E-001	1.82	1.009217E-008	0.27	5.024347E-002	0.25
210	0	675.0	0.600	0	3.962206E-001	1.82	1.006544E-008	0.27	4.989092E-002	0.25
211	0	675.0	0.600	1	3.960872E-001	1.82	1.005897E-008	0.27	4.985010E-002	0.25
212	0	675.0	0.600	2	3.961615E-001	1.82	1.006145E-008	0.27	4.986859E-002	0.25
213	0	677.5	0.539	0	3.984851E-001	1.82	1.008458E-008	0.27	4.982419E-002	0.25
214	0	677.5	0.539	1	3.984851E-001	1.82	1.008283E-008	0.27	4.982139E-002	0.25
215	0	677.5	0.539	2	3.986776E-001	1.82	1.008370E-008	0.27	4.981306E-002	0.25
216	0	680.0	0.475	0	3.981002E-001	1.82	1.003473E-008	0.27	4.946977E-002	0.25
217	0	680.0	0.475	1	3.981155E-001	1.82	1.004247E-008	0.27	4.950130E-002	0.25
218	0	680.0	0.475	2	3.980850E-001	1.82	1.004223E-008	0.27	4.950130E-002	0.25
219	0	682.5	0.411	0	3.931262E-001	1.82	9.891305E-009	0.27	4.861958E-002	0.25
220	0	682.5	0.411	1	3.930671E-001	1.82	9.890669E-009	0.27	4.862885E-002	0.25
221	0	682.5	0.411	2	3.929928E-001	1.82	9.890823E-009	0.27	4.862422E-002	0.25
222	0	685.0	0.346	0	3.841260E-001	1.82	9.646176E-009	0.27	4.725305E-002	0.25
223	0	685.0	0.346	1	3.839926E-001	1.82	9.645540E-009	0.27	4.725118E-002	0.25
224	0	685.0	0.346	2	3.839335E-001	1.82	9.643543E-009	0.27	4.724736E-002	0.25
225	0	687.5	0.281	0	3.714236E-001	1.82	9.301252E-009	0.27	4.535623E-002	0.25
226	0	687.5	0.281	1	3.715570E-001	1.82	9.306360E-009	0.27	4.538401E-002	0.25
227	0	687.5	0.281	2	3.713798E-001	1.82	9.301734E-009	0.27	4.536726E-002	0.25
228	0	690.0	0.218	0	3.582049E-001	1.82	8.943665E-009	0.27	4.339287E-002	0.25
229	0	690.0	0.218	1	3.581458E-001	1.82	8.941186E-009	0.27	4.338920E-002	0.25
230	0	690.0	0.218	2	3.582049E-001	1.82	8.947406E-009	0.27	4.341967E-002	0.25
231	0	692.5	0.158	0	3.540596E-001	1.82	8.805104E-009	0.27	4.250844E-002	0.25
232	0	692.5	0.158	1	3.540444E-001	1.82	8.806859E-009	0.27	4.251389E-002	0.25
233	0	692.5	0.158	2	3.541187E-001	1.82	8.805981E-009	0.27	4.251116E-002	0.25
234	0	695.0	0.101	0	3.680339E-001	1.82	9.126965E-009	0.27	4.383416E-002	0.25
235	0	695.0	0.101	1	3.679310E-001	1.82	9.124333E-009	0.27	4.383146E-002	0.25
236	0	695.0	0.101	2	3.679748E-001	1.82	9.120427E-009	0.27	4.380368E-002	0.25
237	0	697.5	0.048	0	3.890257E-001	1.82	9.632544E-009	0.27	4.602339E-002	0.25
238	0	697.5	0.048	1	3.890848E-001	1.82	9.632698E-009	0.27	4.602516E-002	0.25
239	0	697.5	0.048	2	3.889667E-001	1.82	9.628311E-009	0.27	4.600667E-002	0.25
240	0	700.0	0.000	0	4.035772E-001	1.82	1.000601E-008	0.27	4.754993E-002	0.25
241	0	700.0	0.000	1	4.037108E-001	1.82	1.001111E-008	0.27	4.759160E-002	0.25
242	0	700.0	0.000	2	4.036363E-001	1.82	1.001398E-008	0.27	4.759987E-002	0.25
243	0	702.5	-0.042	0	4.125185E-001	1.82	1.025863E-008	0.27	4.849180E-002	0.25
244	0	702.5	-0.042	1	4.125185E-001	1.82	1.025424E-008	0.27	4.846596E-002	0.25
245	0	702.5	-0.042	2	4.124004E-001	1.82	1.024987E-008	0.27	4.845115E-002	0.25
246	0	705.0	-0.079	0	4.170789E-001	1.82	1.037605E-008	0.27	4.874438E-002	0.25
247	0	705.0	-0.079	1	4.170789E-001	1.82	1.037282E-008	0.27	4.874070E-002	0.25
248	0	705.0	-0.079	2	4.171970E-001	1.82	1.038429E-008	0.27	4.879255E-002	0.25
249	0	707.5	-0.112	0	4.181290E-001	1.82	1.040888E-008	0.27	4.857604E-002	0.25
250	0	707.5	-0.112	1	4.182624E-001	1.82	1.041293E-008	0.27	4.858901E-002	0.25
251	0	707.5	-0.112	2	4.181442E-001	1.82	1.041269E-008	0.27	4.858612E-002	0.25
252	0	710.0	-0.142	0	4.147392E-001	1.82	1.030658E-008	0.27	4.772576E-002	0.25
253	0	710.0	-0.142	1	4.146801E-001	1.82	1.030793E-008	0.27	4.773689E-002	0.25
254	0	710.0	-0.142	2	4.147392E-001	1.82	1.030658E-008	0.27	4.772576E-002	0.25
255	0	712.5	-0.169	0	4.044063E-001	1.82	1.002612E-008	0.27	4.603715E-002	0.25
256	0	712.5	-0.169	1	4.043624E-001	1.82	1.002173E-008	0.27	4.600953E-002	0.25
257	0	712.5	-0.169	2	4.044215E-001	1.82	1.002236E-008	0.27	4.601689E-002	0.25
258	0	715.0	-0.194	0	3.892334E-001	1.82	9.622410E-009	0.27	4.376762E-002	0.25
259	0	715.0	-0.194	1	3.891591E-001	1.82	9.620567E-009	0.27	4.375649E-002	0.25
260	0	715.0	-0.194	2	3.891000E-001	1.82	9.623046E-009	0.27	4.377130E-002	0.25
261	0	717.5	-0.219	0	3.692486E-001	1.82	9.113321E-009	0.27	4.103086E-002	0.25
262	0	717.5	-0.219	1	3.692334E-001	1.82	9.111334E-009	0.27	4.103086E-002	0.25
263	0	717.5	-0.219	2	3.691895E-001	1.82	9.112453E-009	0.27	4.103086E-002	0.25
264	0	720.0	-0.245	0	3.502698E-001	1.82	8.641578E-009	0.27	3.851970E-002	0.25
265	0	720.0	-0.245	1	3.502107E-001	1.82	8.636950E-009	0.27	3.850394E-002	0.25
266	0	720.0	-0.245	2	3.502698E-001	1.82	8.639428E-009	0.27	3.851602E-002	0.25
267	0	722.5	-0.271	0	3.284796E-001	1.82	8.112079E-009	0.27	3.582638E-002	0.25
268	0	722.5	-0.271	1	3.284796E-001	1.82	8.113833E-009	0.27	3.584758E-002	0.25
269	0	722.5	-0.271	2	3.285387E-001	1.82	8.119822E-009	0.27	3.586623E-002	0.25
270	0	725.0	-0.300	0	3.124027E-001	1.82	7.731660E-009	0.27	3.384357E-002	0.25
271	0	725.0	-0.300	1	3.124027E-001	1.82	7.733258E-009	0.27	3.385566E-002	0.25
272	0	725.0	-0.300	2	3.124180E-001	1.82	7.732381E-009	0.27	3.384085E-002	0.25
273	0	727.5	-0.329	0	3.153047E-001	1.82	7.815980E-009	0.27	3.390926E-002	0.25
274	0	727.5	-0.329	1	3.152609E-001	1.82	7.817099E-009	0.27	3.391118E-002	0.25
275	0	727.5	-0.329	2	3.151427E-001	1.82	7.816463E-009	0.27	3.391214E-002	0.25
276	0	730.0	-0.358	0	3.260226E-001	1.82	8.089736E-009	0.27	3.477713E-002	0.25
277	0	730.0	-0.358	1	3.260226E-001	1.82	8.085985E-009	0.27	3.475683E-002	0.25
278	0	730.0	-0.358	2	3.258892E-001	1.82	8.079852E-009	0.27	3.472907E-002	0.25
279	0	732.5	-0.385	0	3.238914E-001	1.82	8.030870E-009	0.27	3.417951E-002	0.25
280	0	732.5	-0.385	1	3.239352E-001	1.82	8.034380E-009	0.27	3.418959E-002	0.25
281	0	732.5	-0.385	2	3.238761E-001	1.82	8.030727E-009	0.27	3.417216E-002	0.25
282	0	735.0	-0.413	0	3.117968E-001	1.82	7.719115E-009	0.27	3.249280E-002	0.25
283	0	735.0	-0.413	1	3.117816E-001	1.82	7.717996E-009	0.27	3.249008E-002	0.25
284	0	735.0	-0.413	2	3.119150E-001	1.82	7.723744E-009	0.27	3.252056E-002	0.25
285	0	737.5	-0.441	0	3.005006E-001	1.82	7.420538E-009	0.27	3.089566E-002	0.25
286	0	737.5	-0.441	1	3.003082E-001	1.82	7.419661E-009	0.27	3.090030E-002	0.25
287	0	737.5	-0.441	2	3.003082E-001	1.82	7.418542E-009	0.27	3.088462E-002	0.25
288	0	740.0	-0.469	0	2.769774E-001	1.82	6.822112E-009	0.27	2.812091E-002	0.25
289	0	740.0	-0.469	1	2.768593E-001	1.82	6.822836E-009	0.27	2.811723E-002	0.25
290	0	740.0	-0.469	2	2.769184E-001	1.82	6.822353E-009	0.27	2.812091E-002	0.25
291	0	742.5	-0.499	0	2.542393E-001	1.82	6.257284E-009	0.27	2.553856E-002	0.25
292	0	742.5	-0.499	1	2.540469E-001	1.82	6.252655E-009	0.27	2.553479E-002	0.25
293	0	742.5	-0.499	2	2.540469E-001	1.82	6.255529E-009	0.27	2.553479E-002	0.25
294	0	745.0	-0.530	0	2.262603E-001	1.82	5.576859E-009	0.27	2.257227E-002	0.25
295	0	745.0	-0.530	1	2.262450E-001	1.82	5.575502E-009	0.27	2.256395E-002	0.25
296	0	745.0	-0.530	2	2.262450E-001	1.82	5.578134E-009	0.27	2.257595E-002	0.25
297	0	747.5	-0.564	0	2.038775E-001	1.82	5.037786E-009	0.27	2.021377E-002	0.25
298	0	747.5	-0.564	1	2.038775E-001	1.82	5.040657E-009	0.27	2.021841E-002	0.25
299	0	747.5	-0.564	2	2.037594E-001	1.82	5.040657E-009	0.27	2.021377E-002	0.25
300	0	750.0	-0.600	0	1.933958E-001	1.82	4.797044E-009	0.27	1.906644E-002	0.25
301	0	750.0	-0.600	1	1.934549E-001	1.82	4.800159E-009	0.27	1.908221E-002	0.25
302	0	750.0	-0.600	2	1.934549E-001	1.82	4.801036E-009	0.27	1.908316E-002	0.25
303	0	752.5	-0.638	0	1.850911E-001	1.82	4.596271E-009	0.27	1.810985E-002	0.25
304	0	752.5	-0.638	1	1.849730E-001	1.82	4.593639E-009	0.27	1.810607E-002	0.25
305	0	752.5	-0.638	2	1.849730E-001	1.82	4.594516E-009	0.27	1.810703E-002	0.25
306	0	755.0	-0.678	0	1.790958E-001	1.82	4.442475E-009	0.27	1.736869E-002	0.25
307	0	755.0	-0.678	1	1.790805E-001	1.82	4.439361E-009	0.27	1.735196E-002	0.25
308	0	755.0	-0.678	2	1.790958E-001	1.82	4.439601E-009	0.27	1.735564E-002	0.25
309	0	757.5	-0.719	0	1.672965E-001	1.82	4.129148E-009	0.27	1.600014E-002	0.25
310	0	757.5	-0.719	1	1.672375E-001	1.82	4.129785E-009	0.27	1.600759E-002	0.25
311	0	757.5	-0.719	2	1.671632E-001	1.82	4.128270E-009	0.27	1.600014E-002	0.25
312	0	760.0	-0.761	0	1.512940E-001	1.82	3.719598E-009	0.27	1.427095E-002	0.25
313	0	760.0	-0.761	1	1.512349E-001	1.82	3.717603E-009	0.27	1.426727E-002	0.25
314	0	760.0	-0.761	2	1.512349E-001	1.82	3.717843E-009	0.27	1.426631E-002	0.25
315	0	762.5	-0.804	0	1.344626E-001	1.82	3.285576E-009	0.27	1.247319E-002	0.25
316	0	762.5	-0.804	1	1.344474E-001	1.82	3.286694E-009	0.27	1.247591E-002	0.25
317	0	762.5	-0.804	2	1.344474E-001	1.82	3.287572E-009	0.27	1.248055E-002	0.25
318	0	765.0	-0.848	0	1.164898E-001	1.82	2.829309E-009	0.27	1.063559E-002	0.25
319	0	765.0	-0.848	1	1.164898E-001	1.82	2.831065E-009	0.27	1.063559E-002	0.25
320	0	765.0	-0.848	2	1.164898E-001	1.82	2.829309E-009	0.27	1.063559E-002	0.25
321	0	767.5	-0.893	0	1.036255E-001	1.82	2.501855E-009	0.27	9.321798E-003	0.25
322	0	767.5	-0.893	1	1.035664E-001	1.82	2.501855E-009	0.27	9.323161E-003	0.25
323	0	767.5	-0.893	2	1.035664E-001	1.82	2.503611E-009	0.27	9.329663E-003	0.25
324	0	770.0	-0.938	0	8.774145E-002	1.82	2.109556E-009	0.27	7.802527E-003	0.25
325	0	770.0	-0.938	1	8.774145E-002	1.82	2.109316E-009	0.27	7.802051E-003	0.25
326	0	770.0	-0.938	2	8.774145E-002	1.82	2.111311E-009	0.27	7.805749E-003	0.25
327	0	772.5	-0.985	0	7.974019E-002	1.82	1.912644E-009	0.27	7.007728E-003	0.25
328	0	772.5	-0.985	1	7.974019E-002	1.82	1.913088E-009	0.27	7.005879E-003	0.25
329	0	772.5	-0.985	2	7.976982E-002	1.82	1.913402E-009	0.27	7.009577E-003	0.25
330	0	775.0	-1.031	0	7.456624E-002	1.82	1.785216E-009	0.27	6.481737E-003	0.25
331	0	775.0	-1.031	1	7.456624E-002	1.82	1.784902E-009	0.27	6.478038E-003	0.25
332	0	775.0	-1.031	2	7.456624E-002	1.82	1.783904E-009	0.27	6.476189E-003	0.25
333	0	777.5	-1.078	0	6.715690E-002	1.82	1.596886E-009	0.27	5.741087E-003	0.25
334	0	777.5	-1.078	1	6.715690E-002	1.82	1.596563E-009	0.27	5.740609E-003	0.25
335	0	777.5	-1.078	2	6.718654E-002	1.82	1.597006E-009	0.27	5.742936E-003	0.25
336	0	780.0	-1.126	0	6.721607E-002	1.82	1.586955E-009	0.27	5.655481E-003	0.25
337	0	780.0	-1.126	1	6.721607E-002	1.82	1.587075E-009	0.27	5.655481E-003	0.25
338	0	780.0	-1.126	2	6.721607E-002	1.82	1.586631E-009	0.27	5.651307E-003	0.25
339	1	500.0	2.400	0	1.682897E-003	1.82	2.845316E-011	0.26	1.361258E-004	0.25
340	1	500.0	2.400	1	1.687967E-003	1.82	2.861377E-011	0.27	1.362007E-004	0.26
341	1	500.0	2.400	2	1.686930E-003	1.82	2.909919E-011	0.27	1.368496E-004	0.25
342	1	502.5	2.447	0	2.720638E-003	1.82	4.878836E-011	0.27	2.349370E-004	0.25
343	1	502.5	2.447	1	2.726969E-003	1.82	4.939189E-011	0.27	2.357918E-004	0.25
344	1	502.5	2.447	2	2.726296E-003	1.82	4.884696E-011	0.27	2.354004E-004	0.25
345	1	505.0	2.472	0	4.447564E-003	1.83	8.336867E-011	0.27	4.082968E-004	0.26
346	1	505.0	2.472	1	4.447272E-003	1.82	8.382096E-011	0.27	4.083348E-004	0.25
347	1	505.0	2.472	2	4.446196E-003	1.82	8.350876E-011	0.27	4.080687E-004	0.26
348	1	507.5	2.479	0	6.780517E-003	1.82	1.330608E-010	0.27	6.551163E-004	0.25
349	1	507.5	2.479	1	6.781993E-003	1.82	1.339009E-010	0.27	6.547468E-004	0.26
350	1	507.5	2.479	2	6.780513E-003	1.82	1.334854E-010	0.27	6.553914E-004	0.25
351	1	510.0	2.472	0	9.311007E-003	1.82	1.889785E-010	0.27	9.376899E-004	0.25
352	1	510.0	2.472	1	9.314204E-003	1.82	1.896176E-010	0.27	9.412160E-004	0.26
353	1	510.0	2.472	2	9.300374E-003	1.82	1.887024E-010	0.27	9.389900E-004	0.26
354	1	512.5	2.456	0	1.294235E-002	1.82	2.722145E-010	0.27	1.367754E-003	0.25
355	1	512.5	2.456	1	1.295899E-002	1.82	2.727156E-010	0.27	1.369433E-003	0.26
356	1	512.5	2.456	2	1.296558E-002	1.82	2.728016E-010	0.27	1.371084E-003	0.25
357	1	515.0	2.436	0	1.918186E-002	1.82	4.173202E-010	0.27	2.113742E-003	0.25
358	1	515.0	2.436	1	1.918465E-002	1.82	4.176469E-010	0.27	2.114414E-003	0.25
359	1	515.0	2.436	2	1.919582E-002	1.82	4.182019E-010	0.27	2.114782E-003	0.26
360	1	517.5	2.416	0	2.938137E-002	1.82	6.628576E-010	0.27	3.376377E-003	0.25
361	1	517.5	2.416	1	2.941726E-002	1.82	6.633707E-010	0.27	3.378292E-003	0.25
362	1	517.5	2.416	2	2.941826E-002	1.82	6.634062E-010	0.27	3.377131E-003	0.25
363	1	520.0	2.400	0	4.641345E-002	1.82	1.079031E-009	0.27	5.523619E-003	0.25
364	1	520.0	2.400	1	4.640025E-002	1.82	1.079430E-009	0.27	5.525744E-003	0.25
365	1	520.0	2.400	2	4.645741E-002	1.82	1.080515E-009	0.27	5.527022E-003	0.25
366	1	522.5	2.393	0	7.837787E-002	1.82	1.877990E-009	0.27	9.644692E-003	0.25
367	1	522.5	2.393	1	7.834590E-002	1.82	1.876729E-009	0.27	9.637518E-003	0.25
368	1	522.5	2.393	2	7.840670E-002	1.82	1.877112E-009	0.27	9.637067E-003	0.25
369	1	525.0	2.400	0	1.298699E-001	1.82	3.204464E-009	0.27	1.648913E-002	0.25
370	1	525.0	2.400	1	1.299155E-001	1.82	3.205937E-009	0.27	1.649153E-002	0.25
371	1	525.0	2.400	2	1.299416E-001	1.82	3.206190E-009	0.27	1.649289E-002	0.25
372	1	527.5	2.419	0	1.897608E-001	1.82	4.795964E-009	0.27	2.473213E-002	0.25
373	1	527.5	2.419	1	1.895831E-001	1.82	4.790179E-009	0.27	2.471173E-002	0.25
374	1	527.5	2.419	2	1.896060E-001	1.82	4.791779E-009	0.27	2.471949E-002	0.25
375	1	530.0	2.446	0	2.296043E-001	1.82	5.917227E-009	0.27	3.061143E-002	0.25
376	1	530.0	2.446	1	2.302406E-001	1.82	5.921016E-009	0.27	3.059949E-002	0.25
377	1	530.0	2.446	2	2.302711E-001	1.82	5.923734E-009	0.27	3.061614E-002	0.25
378	1	532.5	2.477	0	2.253042E-001	1.82	5.909088E-009	0.27	3.057118E-002	0.25
379	1	532.5	2.477	1	2.252028E-001	1.82	5.904919E-009	0.27	3.054964E-002	0.25
380	1	532.5	2.477	2	2.251346E-001	1.82	5.903833E-009	0.27	3.054173E-002	0.25
381	1	535.0	2.513	0	1.945139E-001	1.82	5.178743E-009	0.27	2.682228E-002	0.25
382	1	535.0	2.513	1	1.943276E-001	1.82	5.178212E-009	0.27	2.682175E-002	0.25
383	1	535.0	2.513	2	1.942909E-001	1.82	5.175387E-009	0.27	2.680797E-002	0.25
384	1	537.5	2.550	0	1.714194E-001	1.82	4.633679E-009	0.27	2.404753E-002	0.25
385	1	537.5	2.550	1	1.713827E-001	1.82	4.632609E-009	0.27	2.402665E-002	0.25
386	1	537.5	2.550	2	1.713755E-001	1.82	4.628021E-009	0.27	2.401570E-002	0.25
387	1	540.0	2.587	0	1.611602E-001	1.82	4.416793E-009	0.27	2.291869E-002	0.25
388	1	540.0	2.587	1	1.611087E-001	1.82	4.418468E-009	0.27	2.292980E-002	0.25
389	1	540.0	2.587	2	1.611678E-001	1.82	4.422733E-009	0.27	2.295101E-002	0.25
390	1	542.5	2.623	0	1.559046E-001	1.82	4.329525E-009	0.27	2.247634E-002	0.25
391	1	542.5	2.623	1	1.559575E-001	1.82	4.331834E-009	0.27	2.249403E-002	0.25
392	1	542.5	2.623	2	1.559575E-001	1.82	4.329009E-009	0.27	2.247690E-002	0.25
393	1	545.0	2.654	0	1.475118E-001	1.82	4.117983E-009	0.27	2.142398E-002	0.25
394	1	545.0	2.654	1	1.474827E-001	1.82	4.119496E-009	0.27	2.142718E-002	0.25
395	1	545.0	2.654	2	1.473932E-001	1.82	4.116776E-009	0.27	2.142479E-002	0.25
396	1	547.5	2.681	0	1.378966E-001	1.82	3.848868E-009	0.27	2.012306E-002	0.25
397	1	547.5	2.681	1	1.377995E-001	1.82	3.843287E-009	0.27	2.010417E-002	0.25
398	1	547.5	2.681	2	1.378009E-001	1.82	3.848748E-009	0.27	2.013233E-002	0.25
399	1	550.0	2.700	0	1.304727E-001	1.82	3.642228E-009	0.27	1.914093E-002	0.25
400	1	550.0	2.700	1	1.304442E-001	1.82	3.642036E-009	0.27	1.913133E-002	0.25
401	1	550.0	2.700	2	1.305546E-001	1.82	3.642349E-009	0.27	1.913821E-002	0.25
402	1	552.5	2.714	0	1.264532E-001	1.82	3.542406E-009	0.27	1.866450E-002	0.25
403	1	552.5	2.714	1	1.263789E-001	1.82	3.540361E-009	0.27	1.865243E-002	0.25
404	1	552.5	2.714	2	1.263489E-001	1.82	3.539050E-009	0.27	1.864691E-002	0.25
405	1	555.0	2.724	0	1.256687E-001	1.82	3.530155E-009	0.27	1.863074E-002	0.25
406	1	555.0	2.724	1	1.256911E-001	1.82	3.532305E-009	0.27	1.865339E-002	0.25
407	1	555.0	2.724	2	1.256610E-001	1.82	3.529673E-009	0.27	1.863059E-002	0.25
408	1	557.5	2.732	0	1.276074E-001	1.82	3.607849E-009	0.27	1.902893E-002	0.25
409	1	557.5	2.732	1	1.275936E-001	1.82	3.609883E-009	0.27	1.904276E-002	0.25
410	1	557.5	2.732	2	1.275560E-001	1.82	3.607573E-009	0.27	1.903828E-002	0.25
411	1	560.0	2.736	0	1.342173E-001	1.82	3.852219E-009	0.27	2.019883E-002	0.25
412	1	560.0	2.736	1	1.342702E-001	1.82	3.852579E-009	0.27	2.020082E-002	0.25
413	1	560.0	2.736	2	1.342625E-001	1.82	3.853447E-009	0.27	2.020082E-002	0.25
414	1	562.5	2.738	0	1.516270E-001	1.82	4.431787E-009	0.27	2.301998E-002	0.25
415	1	562.5	2.738	1	1.516117E-001	1.82	4.432858E-009	0.27	2.302222E-002	0.25
416	1	562.5	2.738	2	1.516055E-001	1.82	4.431787E-009	0.27	2.301638E-002	0.25
417	1	565.0	2.736	0	1.702499E-001	1.82	5.015049E-009	0.27	2.591186E-002	0.25
418	1	565.0	2.736	1	1.704124E-001	1.82	5.015926E-009	0.27	2.591410E-002	0.25
419	1	565.0	2.736	2	1.703456E-001	1.82	5.012777E-009	0.27	2.590121E-002	0.25
420	1	567.5	2.732	0	1.589109E-001	1.82	4.599820E-009	0.27	2.396881E-002	0.25
421	1	567.5	2.732	1	1.588732E-001	1.82	4.600771E-009	0.27	2.397947E-002	0.25
422	1	567.5	2.732	2	1.590066E-001	1.82	4.602813E-009	0.27	2.397345E-002	0.25
423	1	570.0	2.724	0	1.382448E-001	1.82	3.922184E-009	0.27	2.069347E-002	0.25
424	1	570.0	2.724	1	1.381038E-001	1.82	3.922303E-009	0.27	2.070451E-002	0.25
425	1	570.0	2.724	2	1.380371E-001	1.82	3.921548E-009	0.27	2.069804E-002	0.25
426	1	572.5	2.714	0	1.284372E-001	1.82	3.615388E-009	0.27	1.922469E-002	0.25
427	1	572.5	2.714	1	1.283705E-001	1.82	3.613586E-009	0.27	1.921814E-002	0.25
428	1	572.5	2.714	2	1.284510E-001	1.82	3.614343E-009	0.27	1.922093E-002	0.25
429	1	575.0	2.700	0	1.258459E-001	1.82	3.526004E-009	0.27	1.882491E-002	0.25
430	1	575.0	2.700	1	1.258382E-001	1.82	3.524452E-009	0.27	1.881892E-002	0.25
431	1	575.0	2.700	2	1.258382E-001	1.82	3.525570E-009	0.27	1.882907E-002	0.25
432	1	577.5	2.684	0	1.258683E-001	1.82	3.515637E-009	0.27	1.879947E-002	0.25
433	1	577.5	2.684	1	1.258245E-001	1.82	3.515002E-009	0.27	1.879763E-002	0.25
434	1	577.5	2.684	2	1.257868E-001	1.82	3.515194E-009	0.27	1.879675E-002	0.25
435	1	580.0	2.664	0	1.258092E-001	1.82	3.509447E-009	0.27	1.875692E-002	0.25
436	1	580.0	2.664	1	1.258459E-001	1.82	3.510565E-009	0.27	1.876531E-002	0.25
437	1	580.0	2.664	2	1.258382E-001	1.82	3.511250E-009	0.27	1.876347E-002	0.25
438	1	582.5	2.642	0	1.248022E-001	1.82	3.479580E-009	0.27	1.856265E-002	0.25
439	1	582.5	2.642	1	1.247731E-001	1.82	3.480216E-009	0.27	1.856915E-002	0.25
440	1	582.5	2.642	2	1.247507E-001	1.82	3.482130E-009	0.27	1.857986E-002	0.25
441	1	585.0	2.616	0	1.248174E-001	1.82	3.486566E-009	0.27	1.858905E-002	0.25
442	1	585.0	2.616	1	1.248612E-001	1.82	3.485963E-009	0.27	1.858802E-002	0.25
443	1	585.0	2.616	2	1.248612E-001	1.82	3.484401E-009	0.27	1.857603E-002	0.25
444	1	587.5	2.588	0	1.289693E-001	1.82	3.596080E-009	0.27	1.917932E-002	0.25
445	1	587.5	2.588	1	1.289993E-001	1.82	3.596200E-009	0.27	1.918262E-002	0.25
446	1	587.5	2.588	2	1.289693E-001	1.82	3.595839E-009	0.27	1.917693E-002	0.25
447	1	590.0	2.556	0	1.348546E-001	1.82	3.753699E-009	0.27	2.001345E-002	0.25
448	1	590.0	2.556	1	1.347956E-001	1.82	3.752267E-009	0.27	1.999905E-002	0.25
449	1	590.0	2.556	2	1.347441E-001	1.82	3.750439E-009	0.27	1.999632E-002	0.25
450	1	592.5	2.522	0	1.371935E-001	1.82	3.813336E-009	0.27	2.027761E-002	0.25
451	1	592.5	2.522	1	1.372526E-001	1.82	3.813491E-009	0.27	2.028171E-002	0.25
452	1	592.5	2.522	2	1.371345E-001	1.82	3.813973E-009	0.27	2.028355E-002	0.25
453	1	595.0	2.484	0	1.371859E-001	1.82	3.809659E-009	0.27	2.021049E-002	0.25
454	1	595.0	2.484	1	1.371559E-001	1.82	3.809659E-009	0.27	2.020266E-002	0.25
455	1	595.0	2.484	2	1.372526E-001	1.82	3.809900E-009	0.27	2.020777E-002	0.25
456	1	597.5	2.444	0	1.435885E-001	1.82	3.981774E-009	0.27	2.108388E-002	0.25
457	1	597.5	2.444	1	1.435295E-001	1.82	3.981220E-009	0.27	2.108292E-002	0.25
458	1	597.5	2.444	2	1.435595E-001	1.82	3.978781E-009	0.27	2.106357E-002	0.25
459	1	600.0	2.400	0	1.577705E-001	1.82	4.364069E-009	0.27	2.307933E-002	0.25
460	1	600.0	2.400	1	1.578219E-001	1.82	4.366692E-009	0.27	2.308797E-002	0.25
461	1	600.0	2.400	2	1.578071E-001	1.82	4.366377E-009	0.27	2.308797E-002	0.25
